"year_month","genus","antimicrobial","I","N","R","S","Res.X","Res.N","Res.PointEst","Res.Lower","Res.Upper","Test.X","Test.N","Test.PointEst","Test.Lower","Test.Upper"
2019-01-01,"Klebsiella","AMINO",0,17,22,72,22,94,0.234042553191489,0.15994219953345,0.329026989983329,94,111,0.846846846846847,0.768364330751404,0.902125236263089
2019-01-01,"Klebsiella","AMOXCLAV",0,27,30,54,30,84,0.357142857142857,0.262993644736391,0.463786849096369,84,111,0.756756756756757,0.669230751096958,0.827105681628057
2019-01-01,"Klebsiella","AMPAMOX",0,25,86,0,86,86,1,0.957241802714258,1,86,111,0.774774774774775,0.688632357691869,0.842534701891041
2019-01-01,"Klebsiella","CARB",0,20,2,89,2,91,0.021978021978022,0.00604800608298113,0.0766316460248494,91,111,0.81981981981982,0.738019499630072,0.880224127097578
2019-01-01,"Klebsiella","CEPH",0,21,26,64,26,90,0.288888888888889,0.205421272591621,0.389640435979983,90,111,0.810810810810811,0.728031672017652,0.87279664128105
2019-01-01,"Klebsiella","CIP",0,16,25,70,25,95,0.263157894736842,0.185065247698709,0.359660209241041,95,111,0.855855855855856,0.778620079794334,0.909284800649107
2019-01-01,"Klebsiella","COL",0,89,3,19,3,22,0.136363636363636,0.0474900371405525,0.333349871665717,22,111,0.198198198198198,0.134688737991182,0.281898262139064
2019-01-01,"Klebsiella","CTZ",0,21,25,65,25,90,0.277777777777778,0.195796891946867,0.377952274970612,90,111,0.810810810810811,0.728031672017652,0.87279664128105
2019-01-01,"Klebsiella","GENT",0,17,21,73,21,94,0.223404255319149,0.151019162326953,0.317508794770497,94,111,0.846846846846847,0.768364330751404,0.902125236263089
2019-01-01,"Klebsiella","GLYCO",0,111,0,0,0,0,NA,NA,NA,0,111,0,0,0.0334501046933924
2019-01-01,"Klebsiella","HLGENT",0,111,0,0,0,0,NA,NA,NA,0,111,0,0,0.0334501046933924
2019-01-01,"Klebsiella","LINZ",0,111,0,0,0,0,NA,NA,NA,0,111,0,0,0.0334501046933924
2019-01-01,"Klebsiella","MACRO",0,111,0,0,0,0,NA,NA,NA,0,111,0,0,0.0334501046933924
2019-01-01,"Klebsiella","MER",0,20,2,89,2,91,0.021978021978022,0.00604800608298113,0.0766316460248494,91,111,0.81981981981982,0.738019499630072,0.880224127097578
2019-01-01,"Klebsiella","MET",0,111,0,0,0,0,NA,NA,NA,0,111,0,0,0.0334501046933924
2019-01-01,"Klebsiella","MUP",0,111,0,0,0,0,NA,NA,NA,0,111,0,0,0.0334501046933924
2019-01-01,"Klebsiella","NAL",0,111,0,0,0,0,NA,NA,NA,0,111,0,0,0.0334501046933924
2019-01-01,"Klebsiella","NITRO",2,107,0,2,0,4,0,0,0.489890836454597,4,111,0.036036036036036,0.0141013025092318,0.0890100558999521
2019-01-01,"Klebsiella","PEN",0,100,3,8,3,11,0.272727272727273,0.0974605929002489,0.565645301176129,11,111,0.0990990990990991,0.0562402177454806,0.168778334666338
2019-01-01,"Klebsiella","PIPTAZ",1,21,26,64,26,91,0.285714285714286,0.20306214476045,0.385725285494785,91,112,0.8125,0.730308713488547,0.873965444594613
2019-01-01,"Klebsiella","POL",0,111,0,0,0,0,NA,NA,NA,0,111,0,0,0.0334501046933924
2019-01-01,"Klebsiella","QUIN",0,16,25,70,25,95,0.263157894736842,0.185065247698709,0.359660209241041,95,111,0.855855855855856,0.778620079794334,0.909284800649107
2019-01-01,"Klebsiella","TET",0,111,0,0,0,0,NA,NA,NA,0,111,0,0,0.0334501046933924
2019-01-01,"Klebsiella","TMP",0,87,8,16,8,24,0.333333333333333,0.179721903272978,0.532936831618683,24,111,0.216216216216216,0.149822118988496,0.301595507999645
2019-01-01,"Pseudomonas","AMINO",0,13,3,48,3,51,0.0588235294117647,0.0202066394224647,0.159246260488004,51,64,0.796875,0.682863642689858,0.877265821808163
2019-01-01,"Pseudomonas","AMOXCLAV",0,59,5,0,5,5,1,0.565517535216825,1,5,64,0.078125,0.0338311769085504,0.170195373541629
2019-01-01,"Pseudomonas","AMPAMOX",0,60,4,0,4,4,1,0.510109163545403,1,4,64,0.0625,0.024571201396618,0.149974850922087
2019-01-01,"Pseudomonas","CARB",1,14,4,45,4,50,0.08,0.031549514088593,0.188382469183428,50,64,0.78125,0.665672160433742,0.864976805932805
2019-01-01,"Pseudomonas","CEPH",0,13,2,49,2,51,0.0392156862745098,0.0108210833528671,0.132163056553623,51,64,0.796875,0.682863642689858,0.877265821808163
2019-01-01,"Pseudomonas","CIP",0,13,3,48,3,51,0.0588235294117647,0.0202066394224647,0.159246260488004,51,64,0.796875,0.682863642689858,0.877265821808163
2019-01-01,"Pseudomonas","COL",0,55,0,9,0,9,0,0,0.299145048419544,9,64,0.140625,0.0757857255603086,0.24616281741577
2019-01-01,"Pseudomonas","CTZ",0,13,2,49,2,51,0.0392156862745098,0.0108210833528671,0.132163056553623,51,64,0.796875,0.682863642689858,0.877265821808163
2019-01-01,"Pseudomonas","GENT",0,13,3,48,3,51,0.0588235294117647,0.0202066394224647,0.159246260488004,51,64,0.796875,0.682863642689858,0.877265821808163
2019-01-01,"Pseudomonas","GLYCO",0,64,0,0,0,0,NA,NA,NA,0,64,0,0,0.0566240597928053
2019-01-01,"Pseudomonas","HLGENT",0,64,0,0,0,0,NA,NA,NA,0,64,0,0,0.0566240597928053
2019-01-01,"Pseudomonas","LINZ",0,64,0,0,0,0,NA,NA,NA,0,64,0,0,0.0566240597928053
2019-01-01,"Pseudomonas","MACRO",0,64,0,0,0,0,NA,NA,NA,0,64,0,0,0.0566240597928053
2019-01-01,"Pseudomonas","MER",1,14,4,45,4,50,0.08,0.031549514088593,0.188382469183428,50,64,0.78125,0.665672160433742,0.864976805932805
2019-01-01,"Pseudomonas","MET",0,64,0,0,0,0,NA,NA,NA,0,64,0,0,0.0566240597928053
2019-01-01,"Pseudomonas","MUP",0,64,0,0,0,0,NA,NA,NA,0,64,0,0,0.0566240597928053
2019-01-01,"Pseudomonas","NAL",0,64,0,0,0,0,NA,NA,NA,0,64,0,0,0.0566240597928053
2019-01-01,"Pseudomonas","NITRO",0,62,2,0,2,2,1,0.342380227506653,1,2,64,0.03125,0.00861213834617187,0.106972917709583
2019-01-01,"Pseudomonas","PEN",0,63,1,0,1,1,1,0.0512932943875506,1,1,64,0.015625,0.000801457724805478,0.0833410160009427
2019-01-01,"Pseudomonas","PIPTAZ",0,14,1,49,1,50,0.02,0.00102586588775101,0.104954435896378,50,64,0.78125,0.665672160433742,0.864976805932805
2019-01-01,"Pseudomonas","POL",0,64,0,0,0,0,NA,NA,NA,0,64,0,0,0.0566240597928053
2019-01-01,"Pseudomonas","QUIN",0,13,6,45,6,51,0.117647058823529,0.0550507367791817,0.233808443143225,51,64,0.796875,0.682863642689858,0.877265821808163
2019-01-01,"Pseudomonas","TET",0,64,0,0,0,0,NA,NA,NA,0,64,0,0,0.0566240597928053
2019-01-01,"Pseudomonas","TMP",0,61,3,0,3,3,1,0.438502968244954,1,3,64,0.046875,0.016069016786293,0.128996537400937
2019-02-01,"Klebsiella","AMINO",0,15,13,68,13,81,0.160493827160494,0.0962615422671132,0.255470491051193,81,96,0.84375,0.758085133254714,0.902962900093134
2019-02-01,"Klebsiella","AMOXCLAV",0,29,15,52,15,67,0.223880597014925,0.140637311291937,0.337069661207738,67,96,0.697916666666667,0.599914998130316,0.780688415009354
2019-02-01,"Klebsiella","AMPAMOX",0,17,78,1,78,79,0.987341772151899,0.93172428123034,0.999350717792563,79,96,0.822916666666667,0.734589594831919,0.886394921343332
2019-02-01,"Klebsiella","CARB",0,19,4,73,4,77,0.051948051948052,0.0203847185036458,0.126092831424769,77,96,0.802083333333333,0.711448330540126,0.869472668462529
2019-02-01,"Klebsiella","CEPH",0,20,16,60,16,76,0.210526315789474,0.133951467098744,0.314956397938968,76,96,0.791666666666667,0.699997529475141,0.860891710941215
2019-02-01,"Klebsiella","CIP",0,15,18,63,18,81,0.222222222222222,0.145446074046719,0.324152862304623,81,96,0.84375,0.758085133254714,0.902962900093134
2019-02-01,"Klebsiella","COL",0,84,1,11,1,12,0.0833333333333333,0.00427444119896255,0.353879911141117,12,96,0.125,0.0729720095992427,0.205884681294014
2019-02-01,"Klebsiella","CTZ",0,23,15,58,15,73,0.205479452054795,0.128669721110182,0.311736530151413,73,96,0.760416666666667,0.666076176816015,0.834717787841446
2019-02-01,"Klebsiella","GENT",0,15,13,68,13,81,0.160493827160494,0.0962615422671132,0.255470491051193,81,96,0.84375,0.758085133254714,0.902962900093134
2019-02-01,"Klebsiella","GLYCO",0,96,0,0,0,0,NA,NA,NA,0,96,0,0,0.0384755878576757
2019-02-01,"Klebsiella","HLGENT",0,96,0,0,0,0,NA,NA,NA,0,96,0,0,0.0384755878576757
2019-02-01,"Klebsiella","LINZ",0,96,0,0,0,0,NA,NA,NA,0,96,0,0,0.0384755878576757
2019-02-01,"Klebsiella","MACRO",0,96,0,0,0,0,NA,NA,NA,0,96,0,0,0.0384755878576757
2019-02-01,"Klebsiella","MER",0,19,4,73,4,77,0.051948051948052,0.0203847185036458,0.126092831424769,77,96,0.802083333333333,0.711448330540126,0.869472668462529
